25.452637,10.019011,26.182768,32.435202,2.162638,3.6236,11.120725,158.950296,163.496347,159.720105,160.955689,165.773955,132.892868,157.85592,139.071576,13.662813,0.000000
25.213703,8.72581,30.122013,31.285534,2.224576,4.483428,7.137368,160.504161,166.91443,166.907578,163.503107,169.958768,143.278865,159.958535,147.444283,13.60914,0.000000
25.350912,8.119951,28.99874,30.900957,2.512537,3.957694,7.886084,160.207879,165.423159,165.778608,162.891912,169.279769,140.597626,159.579652,145.724128,13.527844,0.000000
25.156296,8.843182,28.815284,31.121879,2.176478,3.802727,9.16719,160.417416,164.500621,161.571299,160.838278,167.255747,134.971784,157.293759,141.229254,13.577185,0.000000
25.450342,7.869338,30.120317,30.643762,2.383223,4.579673,10.154435,161.898928,163.593591,166.443091,164.843585,168.937005,145.299887,160.510459,149.404828,13.536326,0.000000
25.382743,8.596597,27.970528,30.606758,2.532225,4.356685,7.229193,160.64531,166.328993,165.757757,163.203105,169.34217,139.507203,160.536206,144.976261,13.568897,0.000000
25.653668,7.205739,27.601441,31.034065,2.148415,4.275598,9.083227,160.90676,165.237985,165.436571,163.065864,168.860272,137.853956,159.786539,142.994872,13.597626,0.000000
25.82671,7.309845,27.168992,29.738904,2.83091,4.519484,8.24389,161.01764,164.805212,167.397959,163.085017,170.66304,140.112046,159.222039,144.492266,13.416073,0.000000
25.789722,8.059334,26.96972,30.395346,2.187892,4.000533,9.896702,161.228674,164.096268,163.399282,162.014105,167.937286,135.963243,158.110569,141.24883,13.450788,0.000000
26.209757,8.881325,27.681351,30.485753,2.56025,4.102445,9.63579,160.345644,164.147714,162.97026,162.1417,167.100126,134.848881,158.900525,139.977895,13.370766,0.000000
26.351461,6.515275,29.514119,30.7818,2.514667,4.263835,9.468051,160.073771,162.934301,163.257761,163.016475,167.989027,136.415765,159.29167,141.169007,13.397803,0.000000
26.544499,5.856057,32.248774,31.097308,2.507039,4.38587,9.127161,160.302735,163.38144,163.69877,163.794843,168.451763,138.92335,160.117344,143.668012,13.471651,0.000000
24.796321,9.728918,32.30529,30.305632,2.279983,5.255254,4.168385,159.238713,173.704775,166.233033,163.268123,171.341742,143.241982,157.983566,146.557351,12.842613,0.000000
