25.434861,9.907113,33.038876,28.963595,2.353969,5.032135,15.023118,152.980581,175.810438,133.566931,162.603316,151.127996,109.154538,162.436044,116.418578,0.000000
24.832434,10.794961,29.197426,30.382422,2.903403,4.719755,17.240699,153.509478,176.701516,130.153754,161.241353,146.677795,106.17804,161.831446,113.833602,0.000000
25.902479,6.903418,34.636026,30.555944,2.878501,5.30214,11.441265,154.97391,173.498459,143.974593,164.220559,156.859201,105.970972,164.376241,109.96969,0.000000
22.38089,12.827262,19.402058,19.98892,1.829634,3.546499,32.324902,150.445322,148.210966,109.289477,155.758266,137.571593,105.472359,159.202329,130.676828,0.000000
22.489503,11.654847,20.714743,20.075341,1.882846,3.58073,32.853078,150.252179,148.634563,108.437726,155.687752,137.315502,104.576204,159.665679,129.599762,0.000000
22.967324,12.086175,21.877732,19.554797,1.562376,3.53644,31.725228,150.533296,148.371251,108.596367,155.302461,136.807012,104.734873,159.445034,130.282423,0.000000
26.817515,1.362986,25.000556,27.509075,2.072985,4.533717,16.427073,157.177237,158.647174,122.635123,161.056997,130.505731,68.900908,162.331822,69.795485,0.000000
27.389537,1.28266,24.469532,26.864982,2.917216,5.097764,20.64413,156.722619,153.844739,116.197439,161.475085,123.050729,66.620587,161.38433,68.479634,0.000000
28.807184,4.050547,26.224687,27.110723,2.588927,5.253768,25.766517,157.081062,153.304919,92.427468,162.645968,100.044923,59.705889,161.808049,64.269121,0.000000
21.913841,7.467276,22.739091,22.706363,1.186161,3.433849,6.547403,160.008319,176.094942,141.309404,158.467731,151.57233,110.67845,159.736005,117.802942,0.000000
22.807051,5.731516,25.392178,23.376786,1.312495,2.820791,7.136268,161.214657,172.547033,149.06485,159.988221,156.840654,109.15046,162.126878,113.994561,0.000000
22.881937,9.242982,23.407697,24.435052,1.309374,3.005423,2.292411,159.936893,173.032774,145.768753,157.506988,154.039344,111.735199,160.723057,118.691547,0.000000
23.177896,6.431053,25.853333,23.222111,1.2716,3.522916,7.313252,160.38507,172.814781,134.69723,160.250166,144.728857,103.452528,161.160161,108.137522,0.000000
21.895867,14.341019,21.597768,21.558224,3.514639,4.330298,7.131455,139.667345,162.535202,136.871206,142.441473,157.001012,126.744622,138.272253,146.535181,0.000000
21.704407,14.950512,21.320352,21.214557,3.810193,4.465442,6.835967,140.394275,163.495946,137.580384,142.60257,157.567922,127.096385,138.71929,147.21795,0.000000
21.589613,14.280997,21.787494,21.611681,2.942873,3.556955,7.386506,135.305289,160.431476,133.217416,140.710109,155.770099,125.113639,136.029021,144.486124,0.000000
22.486439,15.819906,22.714394,21.096642,2.994426,3.919404,7.017666,134.902078,158.106937,130.888161,138.638559,153.555726,122.38229,134.317319,143.038716,0.000000
21.209168,16.005472,20.833476,20.106811,3.073194,6.146355,6.692647,142.130277,164.958255,140.714749,145.673326,155.422351,132.009742,135.007887,143.12295,0.000000
21.877513,15.306496,22.194609,19.841603,3.441052,6.144766,6.185016,142.15287,163.345223,139.56978,144.959921,154.645354,130.602441,133.030744,142.043031,0.000000
24.027716,17.055862,23.735627,21.461717,3.220058,4.949665,6.807306,141.151903,163.194889,140.152035,145.4594,156.296149,133.086225,135.560361,144.521129,0.000000
